,Unnamed: 0,name,Background,Clothes,Eyes,Eyewear,Fur,Hat,Mouth,trait_1_rarity,trait_3_rarity,trait_4_rarity,Eyewear_rarity,trait_0_rarity,trait_5_rarity,trait_2_rarity,rarity_rank,overall_rarity,min_rarity,mean_rarity,trait_n,mint,pred_SOL
9168,9168,Okay Bear #141,Cream,Leather Jacket,Disappointed,,Tan,,Pouting,13.26,1.3,9.4,66.72,14.13,26.98,12.31,9169,5.073561483728134e-07,1.3,20.585714285714282,5,BcC8Rhor7Th9q65r2JuUfCSd5cX7a9SotoTgiPDuP2QJ,96.847374
4442,4442,Okay Bear #4317,White,Hoodie with Headphones,Sarcastic,,Albino,Worn Out Beanie,Proud,12.65,2.27,9.65,66.72,4.5600000000000005,2.6,5.28,4443,1.157369003180882e-08,2.27,14.81857142857143,6,CQMqg1x61Y6Pd7b3koHLYomgKYb9rwKyyUTmgnFJJN3u,96.84273
2409,2409,Okay Bear #4747,Yellow,Sleeveless Tee,Sarcastic,,Pink,Flat Cap,Haa,12.22,2.86,9.65,66.72,4.26,1.22,2.2,2410,2.57283953496371e-09,1.22,14.161428571428573,6,5QJDauKxxoXeeaeJFXNRQnEELqhuE5UYhxwKfYmbdqVp,96.84097
4670,4670,Okay Bear #4799,Green,Urban Hoodie,Okay,,Red Panda,Skate Cap,Gah,12.6,1.2,20.23,66.72,2.76,5.510000000000002,4.26,4671,1.3221294879957536e-08,1.2,16.18285714285714,6,8JyHp6WZEbozGo65gZpSVVFLjHuMceECTzJnhMbWXkxh,96.8386
8009,8009,Okay Bear #2453,Blue,Sling Pack,Okay,,Andean,,Huh,12.52,2.2,20.23,66.72,3.77,26.98,3.44,8010,1.3008303715909734e-07,2.2,19.40857142857143,5,ERvPaBCjvwtqBWhD9iCU1K24J5usyzQkiB5QxNMCaLmM,96.83809
4622,4622,Okay Bear #2784,Grey,Vintage Shirt,Happy,,Panda,Bandana,Gah,12.61,2.75,7.88,66.72,3.9,4.24,4.26,4623,1.284310692400919e-08,2.75,14.622857142857141,6,6tH4GXqCQzznisKtt2HDAR6y5Ni2zdiMic9s6CgPUZzY,96.8378
4988,4988,Okay Bear #1501,Green,Summer Shirt,Disappointed,,Pink,Sticky Note,Wry,12.6,2.29,9.4,66.72,4.26,2.3,9.22,4989,1.634776081355128e-08,2.29,15.255714285714287,6,GkF4VBBCCB489um91AAjr57GPJrwVDY4EmZbkgpaPoBg,96.8372
9131,9131,Okay Bear #1415,Cream,Aviator Jacket,Okay,,Tan,,Wry,13.26,0.75,20.23,66.72,14.13,26.98,9.22,9132,4.7181499151182833e-07,0.75,21.612857142857138,5,Dn9oDSbvbPf1VgPah57ubYEMMVzRnTk3hb3DaXZ8uiHN,96.83691
8092,8092,Okay Bear #9106,Grey,Summer Shirt,Okay,,Panda,,Huh,12.61,2.29,20.23,66.72,3.9,26.98,3.44,8093,1.4108066050079891e-07,2.29,19.452857142857145,5,5RdxyYho7Xrq6LnDe68VgZJKiFrA7Pn522K44o7B33Td,96.836876
4308,4308,Okay Bear #5079,Cream,Suede Jacket,Annoyed,,Andean,Sticky Note,Proud,13.26,2.02,13.089999999999998,66.72,3.77,2.3,5.28,4309,1.0710103960615704e-08,2.02,15.205714285714285,6,FbSEvQ8sAv9mzTFM3ASY83bt4MBgYEXPYn8Z3vceQt1X,96.83466
6443,6443,Okay Bear #8995,Blue,Woven Sweater,Okay,,Andean,Runner Cap,Wry,12.52,2.08,20.23,66.72,3.77,3.39,9.22,6444,4.141823173918282e-08,2.08,16.847142857142856,6,13dk3wTNj36piNMwmJAybFeEMzyzptyXjdrDmSvoPUH1,96.83405
3947,3947,Okay Bear #3151,Cream,Urban Hoodie,Annoyed,,Albino,,Earphones,13.26,1.2,13.089999999999998,66.72,4.5600000000000005,26.98,0.49,3948,8.377671408359565e-09,0.49,18.042857142857144,5,3s2Vgsw9PZ8kHT261rjhkFBVyEB1xpSDKSTDgRoUyMQE,96.8337
9763,9763,Okay Bear #2648,White,Vintage Windbreaker,Annoyed,,Tan,,Okay,12.65,1.93,13.089999999999998,66.72,14.13,26.98,23.05,9764,1.8736935233921996e-06,1.93,22.65,5,7oEYB1At5bnAsSgkuDdaQnuFfDo2yGcpaKnpzmNiPhnc,96.8323
9142,9142,Okay Bear #881,White,Olive Windbreaker,Happy,,Green,,Okay,12.65,2.56,7.88,66.72,4.5600000000000005,26.98,23.05,9143,4.828257943467335e-07,2.56,20.62857142857143,5,CzYann2ZsETYFCR5W4GaqoAuVEH37cQXhyZFFD16xwGe,96.82916
1680,1680,Okay Bear #465,Yellow,Denim Jacket,Okay,,Polar,Earrings,Honey,12.22,0.91,20.23,66.72,6.41,2.66,0.54,1681,1.3819678654034272e-09,0.54,15.67,6,41M2ViZw2rQGma2ekMjLWk3PBXddTRC9TToDz1iCGMCd,96.82884
8485,8485,Okay Bear #3778,White,Sling Pack,Annoyed,,Grizzly,Worn Out Beanie,Okay,12.65,2.2,13.089999999999998,66.72,14.4,2.6,23.05,8486,2.0975661231452923e-07,2.2,19.24428571428572,6,9D7kkWGhCUmgiyfyuwkr6Tj3ZN2oW6U8P6omkFUQqw72,96.82861
4697,4697,Okay Bear #5998,Green,Sling Pack,Sarcastic,,Sand,Mumford Hat,Proud,12.6,2.2,9.65,66.72,8.18,1.7500000000000002,5.28,4698,1.348968634497792e-08,1.7500000000000002,15.19714285714286,6,BBPgLwWBgMxQhL18pwArPHtW1giX2qAM4C3tLtG4bGbf,96.82775
4669,4669,Okay Bear #1443,Yellow,Olive Windbreaker,Sarcastic,,Polar,Runner Cap,Hmm,12.22,2.56,9.65,66.72,6.41,3.39,3.02,4670,1.3217800506587217e-08,2.56,14.852857142857143,6,4oSBrZCFLruMFkwtECWnq41bfoZv9nbWE9mwZdr8edCH,96.82746
7857,7857,Okay Bear #5285,Grey,,Happy,,Ginger,Worn Out Cap,Proud,12.61,19.65,7.88,66.72,6.0600000000000005,2.79,5.28,7858,1.1629757160578132e-07,2.79,17.284285714285716,5,3EYmPikyUAs9i953yMjWMAcLHxytBF9vaDS4Jyh21CW9,96.82631
6980,6980,Okay Bear #818,Purple,Hooded Cardigan,Happy,,Tan,Runner Cap,Pouting,11.87,1.61,7.88,66.72,14.13,3.39,12.31,6981,5.9245963010682546e-08,1.61,16.844285714285714,6,6ZqkKxiLo4Psr7HtWeq2cMLwzbdMBHNaVh5nbPEXZxPd,96.82555
5001,5001,Okay Bear #3714,Green,Overalls,Okay,Holographic,Sand,,Pouting,12.6,1.39,20.23,1.71,8.18,26.98,12.31,5002,1.6460030684196524e-08,1.39,11.914285714285713,6,6YsMX7E38n3zQu9b83sVUkqZXRSU6v93rCyL7RVZbZWw,96.823654
7778,7778,Okay Bear #7103,Yellow,Loose Overalls,Interested,,Polar,,Gah,12.22,2.68,6.710000000000001,66.72,6.41,26.98,4.26,7779,1.0801750251560464e-07,2.68,17.997142857142858,5,4zLpa9hWrjqdkkBC2AbJ7BCZzi61zFPy6SqDWZxaEfkY,96.82292
1530,1530,Okay Bear #5126,Yellow,Vintage Shirt,Interested,Clear Glasses,Tan,Mumford Hat,Proud,12.22,2.75,6.710000000000001,4.07,14.13,1.7500000000000002,5.28,1531,1.1982155797832224e-09,1.7500000000000002,6.701428571428571,7,6LiKH97mywfQg5ha3dGBiVGxMeboaeSckB6THvbNFhm,96.82282
7196,7196,Okay Bear #6310,Warm Grey,Suede Jacket,Disappointed,,Tan,Pom Pom Beanie,Pouting,12.27,2.02,9.4,66.72,14.13,2.56,12.31,7197,6.921815251995884e-08,2.02,17.05857142857143,6,A8ArLs2zWAAmCG3Xs9EzsCyAW2b5VpE3A2Wx8WQrsmem,96.818054
8130,8130,Okay Bear #9734,Yellow,Pullover Windbreaker,Disappointed,,Grizzly,Worn Out Cap,Okay,12.22,2.04,9.4,66.72,14.4,2.79,23.05,8131,1.4478477303350664e-07,2.04,18.660000000000004,6,4cF5K6u84D24KFfixtvoW4CU7s5iZHWp31jtmiWjgRYs,96.817894
4995,4995,Okay Bear #3938,Warm Grey,Urban Hoodie,Sarcastic,,Black,Pencil,Wry,12.27,1.2,9.65,66.72,4.95,3.790000000000001,9.22,4996,1.6397758639899333e-08,1.2,15.400000000000002,6,CcS7MR3BEViEdA3aJuGm4VouEvof2cF7eFxALRj3cQPV,96.81767
3196,3196,Okay Bear #5149,Grey,Hooded Cardigan,Annoyed,Flying Goggles,Dark Brown,Classic Cap,Okay,12.61,1.61,13.089999999999998,1.83,12.68,3.37,23.05,3197,4.790179447161714e-09,1.61,9.748571428571427,7,EmA79EnEWmArWGDJYw56V7ZjZfidR7sGu6dPLs7b11SZ,96.81716
6767,6767,Okay Bear #8562,Warm Grey,Tech Jacket,Annoyed,,Tan,Earrings,Pouting,12.27,1.04,13.089999999999998,66.72,14.13,2.66,12.31,6768,5.156504933723752e-08,1.04,17.46,6,J9Gy32xs71j3c4EWcEDDxNCkx9my3E2Yz1jJKHVemJru,96.81687
6090,6090,Okay Bear #8814,Purple,Okay Hoodie,Happy,,Dark Brown,Backwards Flat Cap,Wry,11.87,1.5,7.88,66.72,12.68,3.03,9.22,6091,3.316019198075899e-08,1.5,16.12857142857143,6,Bu5KpU1pC4vw2Bbw5UY1Zj7JYiF7aNKfpHh6UqAftPhY,96.81518
2801,2801,Okay Bear #58,Blue,Black Tee,Defeated,Round Glasses,Panda,Bandana,Okay,12.52,3.83,5.26,3.74,3.9,4.24,23.05,2802,3.5955211068408407e-09,3.74,8.077142857142857,7,9NGCAmBQ1PZQcQq8peGn4NLXX24kntQBeQD8D8shp7Sk,96.813034
9792,9792,Okay Bear #1105,Yellow,Striped Tee,Sarcastic,,Dark Brown,,Okay,12.22,3.5700000000000003,9.65,66.72,12.68,26.98,23.05,9793,2.214903970132675e-06,3.5700000000000003,22.124285714285715,5,C4Z3KSVjMz4fADk5hqrXMtKQitx9LbsN5FJiXcFVGMBs,96.807205
6145,6145,Okay Bear #9778,Blue,,Okay,Pixel Glasses,Red Panda,Runner Cap,Okay,12.52,19.65,20.23,3.2,2.76,3.39,23.05,6146,3.434728823974346e-08,2.76,12.114285714285714,6,Cj2H89UrFnutgwg2ttq5VpZrf1xhRckyNSegqVJbRGD5,96.80711
5445,5445,Okay Bear #5002,Cream,Black Tee,Tired,,Ginger,Skate Cap,Gah,13.26,3.83,4.54,66.72,6.0600000000000005,5.510000000000002,4.26,5446,2.1882050231425382e-08,3.83,14.882857142857144,6,Dr1nfitfN8kKMgKmnkDZQEVP9MiM3sCwZReKE3xVu36L,96.806854
8649,8649,Okay Bear #7783,Purple,Loose Overalls,Okay,,Grizzly,Mumford Hat,Okay,11.87,2.68,20.23,66.72,14.4,1.7500000000000002,23.05,8650,2.494071524252771e-07,1.7500000000000002,20.1,6,Qs4v1R4DCsSJ8pdeoKZPs8CR916VpsBpDprTepwnt2K,96.80663
1641,1641,Okay Bear #3854,Warm Grey,Puffer Jacket,Sarcastic,,Sun,Beret,Grimace,12.27,2.27,9.65,66.72,2.59,2.92,0.99,1642,1.342677097343714e-09,0.99,13.915714285714285,6,A3xJQbJjmf6qQ8uVBVgXMQi9zauwy36rR5YaR2kUjDEt,96.80049
8814,8814,Okay Bear #4763,Yellow,Black Tee,Happy,,Black,,Wry,12.22,3.83,7.88,66.72,4.95,26.98,9.22,8815,3.029913989536134e-07,3.83,18.82857142857143,5,874KTKroiuDmdbFkYYDouv7vQuBoQ9DdXkmYAPSs9fdM,96.79975
3560,3560,Okay Bear #5530,Purple,Striped Tee,Sarcastic,,Andean,Earrings,Beaming Smile,11.87,3.5700000000000003,9.65,66.72,3.77,2.66,2.33,3561,6.375014749414231e-09,2.33,14.367142857142856,6,ESNHPzAFkwKfjy7xG44C3kS3Dx2KwMDexwtJ5YTEw5zr,96.79969
2384,2384,Okay Bear #9906,Grey,Golf Polo,Sarcastic,VR Headset,Albino,,Wry,12.61,2.0,9.65,0.92,4.5600000000000005,26.98,9.22,2385,2.539790719790937e-09,0.92,9.42,6,3DzWaS2XRKFZsRAwDMwbd5d37KjXvBWA25fmtK9AHkTH,96.79943
9538,9538,Okay Bear #2573,Cream,Scarf,Sarcastic,,Tan,,Okay,13.26,1.3,9.65,66.72,14.13,26.98,23.05,9539,9.752708961140031e-07,1.3,22.15571428571429,5,9WR2Ae7bNZ47Z137BiSEAmjP8wXbYYqB2efW6nwcWxL7,96.7994
2024,2024,Okay Bear #224,Blue,Coat with Headphones,Interested,Snow Goggles,Grizzly,,Proud,12.52,0.8999999999999999,6.710000000000001,1.21,14.4,26.98,5.28,2025,1.876692371982152e-09,0.8999999999999999,9.714285714285714,6,8Gq1rpQwx6RDs6fMTdzy5RqPFByZ8Ed1fdFyyAfG8XRM,96.79911
6416,6416,Okay Bear #7074,White,Polo with Headphones,Disappointed,,Tan,Worn Out Beanie,Pouting,12.65,1.14,9.4,66.72,14.13,2.6,12.31,6417,4.09027804277362e-08,1.14,16.992857142857144,6,DTkALznpXYCa4T6L3vNudGJHPmwaG4sPWkhDfaigS3jd,96.79911
2268,2268,Okay Bear #351,Blue,Suede Jacket,Interested,Aviator Sunglasses,Sand,Mumford Hat,Okay,12.52,2.02,6.710000000000001,4.09,8.18,1.7500000000000002,23.05,2269,2.2901493668686407e-09,1.7500000000000002,8.331428571428573,7,HhoLYNJmQ8kuySTSr99Fhibfk8kh7G4JCv8DPbXFgF7g,96.796906
2943,2943,Okay Bear #5902,Grey,Polo with Headphones,Spirited,Aviator Sunglasses,Tan,Runner Cap,Okay,12.61,1.14,6.2,4.09,14.13,3.39,23.05,2944,4.024831702891833e-09,1.14,9.23,7,91m6NDH2mkHymystnyh57RaSSCDNDjSZy19u1nSD1k1F,96.7945
2757,2757,Okay Bear #9289,Green,Loose Overalls,Spirited,VR Headset,Dark Brown,,Proud,12.6,2.68,6.2,0.92,12.68,26.98,5.28,2758,3.4792046684894822e-09,0.92,9.62,6,G9bvGUKSam7dQcfMr1rXMHduGiJ83E9Auropfat9rBsV,96.79428
9359,9359,Okay Bear #5315,Cream,Striped Tee,Okay,,Dark Brown,Pencil,Okay,13.26,3.5700000000000003,20.23,66.72,12.68,3.790000000000001,23.05,9360,7.077714723023021e-07,3.5700000000000003,20.471428571428564,6,2CABaBmaVXM4fNt8nT5Et1HWXs7V8jqykV681DGHgpkF,96.790955
6283,6283,Okay Bear #699,White,Pullover Windbreaker,Okay,,Grizzly,Runner Cap,Haa,12.65,2.04,20.23,66.72,14.4,3.39,2.2,6284,3.740739662648862e-08,2.04,17.375714285714288,6,E346nCsNoBDRTs4zGKDhk7oGTRWfL5SWmjEw43TksS4t,96.78872
9760,9760,Okay Bear #3678,Cream,Torn Sleeveless Tee,Annoyed,,Sand,,Okay,13.26,3.15,13.089999999999998,66.72,8.18,26.98,23.05,9761,1.8557349229027102e-06,3.15,22.06142857142857,5,Ey3GLWbHPzKN9CFNZnxV35yA8N31Kf4aMh48qu3enV3w,96.78785
8713,8713,Okay Bear #6505,Grey,,Happy,,Dark Brown,Pencil,Gah,12.61,19.65,7.88,66.72,12.68,3.790000000000001,4.26,8714,2.667030357137247e-07,3.790000000000001,18.22714285714286,5,6YJKKKHXrkURFFHdu253F5P3JxcavJhMhUreZ32wDD2s,96.78776
7996,7996,Okay Bear #2541,White,Sleeveless Tee,Spirited,,Grizzly,Worn Out Beanie,Okay,12.65,2.86,6.2,66.72,14.4,2.6,23.05,7997,1.2915494998129153e-07,2.6,18.35428571428571,6,AFTRvdXL9cPjMpWiYNMB5eHZ8gA9LvUU4q15CKnNKgJp,96.78635
9606,9606,Okay Bear #8744,Cream,,Interested,,Grizzly,Beret,Okay,13.26,19.65,6.710000000000001,66.72,14.4,2.92,23.05,9607,1.1305789882208825e-06,2.92,20.958571428571428,5,ChcnVuWreNLP5tsss2tzub7eWWXoBqDRDiNySTPEs3VC,96.7851
6230,6230,Okay Bear #4830,Warm Grey,,Happy,,Sand,Okay Beanie,Toothpick,12.27,19.65,7.88,66.72,8.18,3.01,1.16,6231,3.620488405878059e-08,1.16,16.981428571428573,5,4hAtq1TbWaoEzFCgPR3oYE5TX97qRgDrtuauEQ4JB1gA,96.78449
4764,4764,Okay Bear #8346,Grey,Vintage Shirt,Annoyed,,Panda,Worn Out Cap,Gah,12.61,2.75,13.089999999999998,66.72,3.9,2.79,4.26,4765,1.4038537744302267e-08,2.75,15.16,6,5w3abXCAPj8b72wqtKvjNHLdeszJveRmFqwCP9PunRz5,96.78344
4378,4378,Okay Bear #4556,White,Silk Robe,Spirited,,Green,Classic Cap,Okay,12.65,0.6,6.2,66.72,4.5600000000000005,3.37,23.05,4379,1.1121290273402496e-08,0.6,16.735714285714288,6,92AWHEfxiTt5fkWDXm3uVfb1o5JGrf9j8XwEG3wimUTz,96.77835
5430,5430,Okay Bear #821,Warm Grey,Lumber Jacket,Okay,,Grizzly,Flat Hat,Raspberry,12.27,1.24,20.23,66.72,14.4,2.9000000000000004,2.53,5431,2.1696974544492655e-08,1.24,17.184285714285714,6,AFnc9Rcg3trVZpTtjrqibh4UGzAjg2cEYJK1jxiofk9e,96.77672
9076,9076,Okay Bear #4060,Yellow,,Okay,,Grizzly,Backwards Flat Cap,Hmm,12.22,19.65,20.23,66.72,14.4,3.03,3.02,9077,4.27068701533893e-07,3.02,19.89571428571429,5,21amLvRx63jNmywMtqmqWjTUSdi3RpuNnbmoUKVLTjZc,96.77643
6229,6229,Okay Bear #1961,Blue,Faded Denim Jacket,Okay,,Grizzly,Head Cam,Proud,12.52,1.93,20.23,66.72,14.4,1.46,5.28,6230,3.620452289467643e-08,1.46,17.505714285714287,6,EnkS3ETLzNZpRXX4wvifQXrq1irWJZH9S9LNfQx2KqAK,96.77438
9549,9549,Okay Bear #9779,Grey,Golf Polo,Interested,,Tan,,Okay,12.61,2.0,6.710000000000001,66.72,14.13,26.98,23.05,9550,9.921530617677872e-07,2.0,21.74285714285714,5,GdXFcHUXox9z3s522SKSVJQBYUDhG3egKFP1T24MG1Ms,96.769936
8452,8452,Okay Bear #4911,Purple,Sling Pack,Annoyed,,Dark Brown,Backwards Flat Cap,Okay,11.87,2.2,13.089999999999998,66.72,12.68,3.03,23.05,8453,2.0197698998771093e-07,2.2,18.94857142857143,6,3eop9tvtP3f7c5Fngyynf8fkvZ23kR8oLFLra9AepXTC,96.769745
4041,4041,Okay Bear #5844,Warm Grey,Autumn Sweater,Annoyed,,Tan,Beret,Toothpick,12.27,1.7500000000000002,13.089999999999998,66.72,14.13,2.92,1.16,4042,8.97555470248439e-09,1.16,16.005714285714287,6,CMgMzws7Va9fwGV443rFazebhSLjZvhCXQjt7z5rqbCh,96.769554
7512,7512,Okay Bear #2837,Blue,Lumber Jacket,Okay,,Ginger,,Raspberry,12.52,1.24,20.23,66.72,6.0600000000000005,26.98,2.53,7513,8.667882692250395e-08,1.24,19.46857142857143,5,9KU4SUD4sqQBQ1an2avoQRP4eihAxGC9KNvuLuqgeetR,96.76946
7114,7114,Okay Bear #8856,White,Puffer Jacket,Okay,,Black,Bandana,Clean Smile,12.65,2.27,20.23,66.72,4.95,4.24,7.969999999999999,7115,6.483323317647562e-08,2.27,17.004285714285714,6,DccTGB2Ssfjhbgmi415jzi7wrhStYT46JP5N9oxKyrv,96.7692
8287,8287,Okay Bear #8133,White,Coat with Headphones,Sarcastic,,Andean,,Okay,12.65,0.8999999999999999,9.65,66.72,3.77,26.98,23.05,8288,1.71858339452701e-07,0.8999999999999999,20.53142857142857,5,ZbAviBs8jVez4UytGEBjzZHCZRGiKDYnCoD9otFqUVB,96.76882
7145,7145,Okay Bear #2136,Grey,Faded Denim Jacket,Interested,,Polar,Black Bucket Hat,Okay,12.61,1.93,6.710000000000001,66.72,6.41,4.12,23.05,7146,6.632498014696353e-08,1.93,17.364285714285714,6,EX8YK1FT9ApSJumMgW436zGeqyQwmrX2r6Y4ycw1N1mw,96.76738
8647,8647,Okay Bear #8412,Grey,Travel Coat,Sarcastic,,Tan,,Clean Smile,12.61,1.01,9.65,66.72,14.13,26.98,7.969999999999999,8648,2.4915077356508816e-07,1.01,19.867142857142856,5,86LMamYwXwsij45EqLDUCU93KpnDM5vsJS7rREbns6T8,96.76607
9289,9289,Okay Bear #9024,Grey,Olive Windbreaker,Okay,,Pink,,Pouting,12.61,2.56,20.23,66.72,4.26,26.98,12.31,9290,6.164765619669721e-07,2.56,20.809999999999995,5,EPvmWnzsu7EDm9H4bRFwnmJY5B3UuuF3nUfEGvyDyKWu,96.765076
3195,3195,Okay Bear #3942,Cream,Autumn Sweater,Interested,,Polar,Chullo,Wry,13.26,1.7500000000000002,6.710000000000001,66.72,6.41,0.7799999999999999,9.22,3196,4.788987283301983e-09,0.7799999999999999,14.97857142857143,6,GqtjuZWxRWgMMr9abQQuRt5RAPMvmZsWWXXzwgAFYFxH,96.764404
1993,1993,Okay Bear #2545,Purple,Summer Shirt,Annoyed,,Andean,Backwards Skate Cap,Drool,11.87,2.29,13.089999999999998,66.72,3.77,2.12,0.97,1994,1.8404788491176002e-09,0.97,14.404285714285715,6,Apee3ktw9aeFhpYj7mPGYV5ixJsEDWzRkQiMP4biazgu,96.764084
1563,1563,Okay Bear #9115,Blue,Lumber Jacket,Defeated,,Dark Brown,Rabbit Fur Hat,Sneer,12.52,1.24,5.26,66.72,12.68,0.8500000000000001,2.11,1564,1.239048854077775e-09,0.8500000000000001,14.482857142857142,6,DJFAdzimfF8nC8tWJYq9yGfykESMVXdNEtK8mc17FAxK,96.76396
7354,7354,Okay Bear #5816,Warm Grey,Hooded Cardigan,Sad,,Tan,,Hmm,12.27,1.61,5.07,66.72,14.13,26.98,3.02,7355,7.693527063903613e-08,1.61,18.542857142857144,5,HGM3ZCXrUt2MXYvEayBy3QaaBjn9b6iURr2Q4kH6zEqH,96.76386
7402,7402,Okay Bear #8893,Blue,,Annoyed,,Dark Brown,Rabbit Fur Hat,Huh,12.52,19.65,13.089999999999998,66.72,12.68,0.8500000000000001,3.44,7403,7.966346449928285e-08,0.8500000000000001,18.421428571428574,5,AoehZKjWFw31FCx2uqgWB89VYsnkbrmsXWE3yyeG4rjP,96.76364
8562,8562,Okay Bear #744,Grey,Cord Tracksuit,Sarcastic,,Tan,,Proud,12.61,1.39,9.65,66.72,14.13,26.98,5.28,8563,2.271596900939035e-07,1.39,19.537142857142857,5,6euwLw7LQCwA8fM4eRXxEwCXWG5GPB89WBCiNj4oqumq,96.76325
8706,8706,Okay Bear #1447,Blue,Sleeveless Tee,Annoyed,,Dark Brown,Flat Hat,Okay,12.52,2.86,13.089999999999998,66.72,12.68,2.9000000000000004,23.05,8707,2.6506612388376696e-07,2.86,19.11714285714286,6,GS2QNJD9CRB3NDbcaWnbmwHZTbFhJnkXWDqz4rB5fHo3,96.7629
7945,7945,Okay Bear #2390,Green,Hawaiian Shirt,Annoyed,,Sand,Classic Cap,Okay,12.6,1.78,13.089999999999998,66.72,8.18,3.37,23.05,7946,1.244630289631245e-07,1.78,18.398571428571433,6,5VGqtVChCCGKY3uX7XG7KUEw5Mtws2KutrEGKn9kvwbi,96.7621
6131,6131,Okay Bear #6807,Blue,Pullover Windbreaker,Disappointed,,Green,Pencil,Pouting,12.52,2.04,9.4,66.72,4.5600000000000005,3.790000000000001,12.31,6132,3.407850176503908e-08,2.04,15.905714285714287,6,AUViCbPqPRN6Ys52YU6Ju6HsKNiuMycf2ZPFWFRPxYoW,96.76188
3567,3567,Okay Bear #3369,White,Lumber Jacket,Okay,Punk Sunglasses,Dark Brown,,Haa,12.65,1.24,20.23,2.69,12.68,26.98,2.2,3568,6.4245727773101686e-09,1.24,11.23857142857143,6,uh1nzweSUKbbw7LvbhBo5kkqWFXLwcobBimYg5ijKiY,96.76153
5742,5742,Okay Bear #5429,Yellow,,Disappointed,,Ginger,Flat Hat,Grimace,12.22,19.65,9.4,66.72,6.0600000000000005,2.9000000000000004,0.99,5743,2.620133793370305e-08,0.99,16.84857142857143,5,AKxFnSySNHXy5Bb1pLk8MXjthEFJ869sWyuoqtTfqX1w,96.75919
7707,7707,Okay Bear #4021,Yellow,Okay Hoodie,Happy,,Pink,,Wry,12.22,1.5,7.88,66.72,4.26,26.98,9.22,7708,1.0212385153432972e-07,1.5,18.397142857142857,5,2b9HKtUnF9C5XrvH639ZMn9tXUXxD5yCYPS7sFHDexam,96.75868
6270,6270,Okay Bear #4328,Warm Grey,Cord Tracksuit,Okay,Clear Glasses,Pink,,Okay,12.27,1.39,20.23,4.07,4.26,26.98,23.05,6271,3.7202500324064574e-08,1.39,13.178571428571427,6,G6soE5bpS8wvZAryh4hUfhF2qMVWjimF5taJqACKoL65,96.75868
6593,6593,Okay Bear #1455,Yellow,Vintage Shirt,Spirited,,Pink,Classic Cap,Okay,12.22,2.75,6.2,66.72,4.26,3.37,23.05,6594,4.6000447497184764e-08,2.75,16.93857142857143,6,GAS2CniBPzRXfKTgpM5zQzT6t5qLS89vgGnJwVAMbNz4,96.75794
6413,6413,Okay Bear #2767,White,Golf Polo,Spirited,,Ginger,Worn Out Cap,Okay,12.65,2.0,6.2,66.72,6.0600000000000005,2.79,23.05,6414,4.078645929176545e-08,2.0,17.06714285714286,6,H6azMDMdemVZ6d4zXorxL3gWqR87dJ4LVbH61DRUmZBH,96.75625
5588,5588,Okay Bear #1906,Blue,Leather Jacket,Okay,,Green,Worn Out Beanie,Wry,12.52,1.3,20.23,66.72,4.5600000000000005,2.6,9.22,5589,2.401423262265711e-08,1.3,16.735714285714284,6,GEruULy6i7j89AyV9WVkWhJ21FtAjusY8dG4tGKCkegS,96.7559
9242,9242,Okay Bear #8012,Purple,Sleeveless Tee,Okay,,Black,,Wry,11.87,2.86,20.23,66.72,4.95,26.98,9.22,9243,5.64217741025514e-07,2.86,20.40428571428572,5,6KvNtNAY3tRthFNXHduupq4AVFhJxBYFsqJDXAhbtwPV,96.75315
9248,9248,Okay Bear #7808,Grey,Woven Sweater,Okay,,Sun,,Okay,12.61,2.08,20.23,66.72,2.59,26.98,23.05,9249,5.702207028582271e-07,2.08,22.037142857142854,5,3jZNfipD3WdKeSskR2KMpJpXXHm6vM6VUBocEzmxxXKc,96.74822
5273,5273,Okay Bear #8176,Cream,Utility Vest,Disappointed,,Albino,Backwards Skate Cap,Pouting,13.26,1.97,9.4,66.72,4.5600000000000005,2.12,12.31,5274,1.949630893504029e-08,1.97,15.762857142857143,6,CcusdxZj7rncJxMDsCvzHaN55ha8q5E9xDL65d9NWK6Y,96.74573
5180,5180,Okay Bear #1380,White,Camel Coat,Disappointed,,Polar,,Forced Smile,12.65,1.16,9.4,66.72,6.41,26.98,1.16,5181,1.846249412192841e-08,1.16,17.782857142857143,5,F5NsC8JsZC1BFJNawQnpYQ32qgWs5eb2oVZTPvETHWvb,96.744865
8495,8495,Okay Bear #9097,Green,,Okay,Barrel Sunglasses,Tan,,Proud,12.6,19.65,20.23,2.11,14.13,26.98,5.28,8496,2.1273035636140465e-07,2.11,14.425714285714287,5,8GNS3TQYtToPgXBf2Etx9Dmj7ZZnA1EwURCy32KzCsq,96.74231
9784,9784,Okay Bear #4163,Yellow,Formal Vest,Okay,,Dark Brown,,Okay,12.22,1.5699999999999998,20.23,66.72,12.68,26.98,23.05,9785,2.0419960954349248e-06,1.5699999999999998,23.35,5,7kokkEJnhs7jhvUcb51rUXHLZ3wR1o4cGCkJ32P61uUy,96.74212
6135,6135,Okay Bear #5309,Green,Hooded Cardigan,Happy,,Grizzly,Worn Out Cap,Clean Smile,12.6,1.61,7.88,66.72,14.4,2.79,7.969999999999999,6136,3.4151021069680003e-08,1.61,16.28142857142857,6,AJTPjBjti4hdxdVLoEFmCftVm1LvBRZ8iiRcHQJMCDoZ,96.74145
