,name,Background,Clothes,Eyes,Eyewear,Fur,Hat,Mouth,Background_rarity,Clothes_rarity,Eyes_rarity,Eyewear_rarity,Fur_rarity,Hat_rarity,Mouth_rarity,rarity_rank,overall_rarity,min_rarity,mean_rarity,trait_n
8088,Okay Bear #9487,Blue,,Happy,,Grizzly,Worn Out Cap,Oou,12.520000000000001,19.650000000000002,7.88,66.72,14.399999999999999,2.79,2.71,8089,1.4082673968721964e-07,2.71,18.095714285714287,5
8089,Okay Bear #1256,Warm Grey,Vintage Shirt,Sad,,Tan,Pencil,Okay,12.27,2.75,5.07,66.72,14.13,3.7900000000000005,23.05,8090,1.4089434261413506e-07,2.75,18.254285714285718,6
8090,Okay Bear #1655,Cream,Utility Vest,Okay,,Grizzly,Okay Beanie,Wry,13.26,1.97,20.23,66.72,14.399999999999999,3.01,9.22,8091,1.4090343458843624e-07,1.97,18.40142857142857,6
8091,Okay Bear #4879,Yellow,Olive Windbreaker,Okay,,Ginger,Army Hat,Okay,12.22,2.56,20.23,66.72,6.0600000000000005,2.39,23.05,8092,1.409628093289754e-07,2.39,19.032857142857146,6
8092,Okay Bear #9106,Grey,Summer Shirt,Okay,,Panda,,Huh,12.61,2.29,20.23,66.72,3.9,26.979999999999997,3.44,8093,1.410806605007989e-07,2.29,19.452857142857145,5
8093,Okay Bear #6548,Green,,Wide Eyed,,Tan,Beret,Clean Smile,12.6,19.650000000000002,2.6,66.72,14.13,2.92,7.969999999999999,8094,1.412361336218991e-07,2.6,18.084285714285713,5
8094,Okay Bear #3915,Green,Sleeveless Tee,Okay,,Pink,,Raspberry,12.6,2.86,20.23,66.72,4.26,26.979999999999997,2.53,8095,1.4143619502665683e-07,2.53,19.45428571428571,5
8095,Okay Bear #400,Warm Grey,Puffer Jacket,Interested,,Green,,Wry,12.27,2.27,6.710000000000001,66.72,4.5600000000000005,26.979999999999997,9.22,8096,1.4144470257134327e-07,2.27,18.389999999999997,5
8096,Okay Bear #3768,Grey,,Spirited,,Blueprint,Pencil,Okay,12.61,19.650000000000002,6.2,66.72,1.58,3.7900000000000005,23.05,8097,1.414791998850416e-07,1.58,19.08571428571429,5
8097,Okay Bear #9378,Warm Grey,Striped Tee,Annoyed,,Albino,Sweatband,Okay,12.27,3.5700000000000003,13.089999999999998,66.72,4.5600000000000005,3.52,23.05,8098,1.4154251199604646e-07,3.52,18.11142857142857,6
8098,Okay Bear #5987,Cream,Hooded Cardigan,Annoyed,,Dark Brown,Worn Out Beanie,Okay,13.26,1.6099999999999999,13.089999999999998,66.72,12.68,2.6,23.05,8099,1.4168654672511408e-07,1.6099999999999999,19.00142857142857,6
8099,Okay Bear #3110,Purple,Polo with Headphones,Sad,,Grizzly,,Clean Smile,11.87,1.1400000000000001,5.07,66.72,14.399999999999999,26.979999999999997,7.969999999999999,8100,1.417367029523329e-07,1.1400000000000001,19.164285714285715,5
8100,Okay Bear #6546,Green,,Robot,,Tan,Backwards Flat Cap,Okay,12.6,19.650000000000002,0.8699999999999999,66.72,14.13,3.0300000000000002,23.05,8101,1.418286960739209e-07,0.8699999999999999,20.00714285714286,5
8101,Okay Bear #7306,White,Olive Windbreaker,Okay,,Black,,Ohh,12.65,2.56,20.23,66.72,4.95,26.979999999999997,2.4299999999999997,8102,1.4185211945097294e-07,2.4299999999999997,19.502857142857142,5
8102,Okay Bear #7366,Yellow,Double Jacket,Happy,,Dark Brown,Okay Beanie,Okay,12.22,2.5100000000000002,7.88,66.72,12.68,3.01,23.05,8103,1.4186780893774181e-07,2.5100000000000002,18.29571428571429,6
8103,Okay Bear #5196,Cream,Utility Vest,Happy,,Dark Brown,,Hmm,13.26,1.97,7.88,66.72,12.68,26.979999999999997,3.02,8104,1.4189273085738182e-07,1.97,18.93,5
8104,Okay Bear #305,White,Faded Denim Jacket,Happy,,Dark Brown,Pencil,Okay,12.65,1.9300000000000002,7.88,66.72,12.68,3.7900000000000005,23.05,8105,1.4218686633445437e-07,1.9300000000000002,18.38571428571429,6
8105,Okay Bear #638,Green,,Defeated,,Dark Brown,Backwards Flat Cap,Gah,12.6,19.650000000000002,5.26,66.72,12.68,3.0300000000000002,4.26,8106,1.4221531342459753e-07,3.0300000000000002,17.742857142857144,5
8106,Okay Bear #8992,Warm Grey,Puffer Jacket,Spirited,,Dark Brown,Bandana,Okay,12.27,2.27,6.2,66.72,12.68,4.24,23.05,8107,1.4278223866070508e-07,2.27,18.204285714285714,6
8107,Okay Bear #9935,Purple,,Sarcastic,,Sand,Skate Cap,Sneer,11.87,19.650000000000002,9.65,66.72,8.18,5.510000000000001,2.11,8108,1.428183405147213e-07,2.11,17.67,5
8108,Okay Bear #297,Warm Grey,,Disappointed,,Dark Brown,Mumford Hat,Gah,12.27,19.650000000000002,9.4,66.72,12.68,1.7500000000000002,4.26,8109,1.4294136005602188e-07,1.7500000000000002,18.104285714285716,5
8109,Okay Bear #7747,White,,Spirited,,Albino,,Ahh,12.65,19.650000000000002,6.2,66.72,4.5600000000000005,26.979999999999997,1.13,8110,1.4295061852911166e-07,1.13,19.698571428571427,4
8110,Okay Bear #1512,Warm Grey,Summer Shirt,Annoyed,,Sand,Visor,Okay,12.27,2.29,13.089999999999998,66.72,8.18,3.09,23.05,8111,1.4297445247208465e-07,2.29,18.384285714285717,6
8111,Okay Bear #1358,Purple,,Okay,,Green,Flat Hat,Huh,11.87,19.650000000000002,20.23,66.72,4.5600000000000005,2.9000000000000004,3.44,8112,1.4321433053683864e-07,2.9000000000000004,18.481428571428573,5
8112,Okay Bear #5607,Yellow,Insulated Jacket,Annoyed,,Tan,Earrings,Okay,12.22,1.55,13.089999999999998,66.72,14.13,2.6599999999999997,23.05,8113,1.4331555058108881e-07,1.55,19.060000000000002,6
8113,Okay Bear #422,Warm Grey,,Defeated,,Sand,Worn Out Beanie,Clean Smile,12.27,19.650000000000002,5.26,66.72,8.18,2.6,7.969999999999999,8114,1.4342797679155973e-07,2.6,17.521428571428572,5
8114,Okay Bear #8749,Yellow,,White Glow,,Dark Brown,Worn Out Beanie,Clean Smile,12.22,19.650000000000002,3.4099999999999997,66.72,12.68,2.6,7.969999999999999,8115,1.4354732378008951e-07,2.6,17.892857142857142,5
8115,Okay Bear #6578,Grey,Silk Robe,Okay,,Grizzly,Bandana,Okay,12.61,0.6,20.23,66.72,14.399999999999999,4.24,23.05,8116,1.4372010829218628e-07,0.6,20.26428571428571,6
8116,Okay Bear #3439,Yellow,Formal Vest,Sarcastic,,Sand,,Proud,12.22,1.5699999999999998,9.65,66.72,8.18,26.979999999999997,5.28,8117,1.4394062391901266e-07,1.5699999999999998,18.657142857142855,5
8117,Okay Bear #7208,Purple,Cord Tracksuit,Annoyed,,Grizzly,Okay Beanie,Okay,11.87,1.39,13.089999999999998,66.72,14.399999999999999,3.01,23.05,8118,1.4396639201496652e-07,1.39,19.075714285714287,6
8118,Okay Bear #2042,White,,Sarcastic,,Albino,Baker Boy Hat,Wry,12.65,19.650000000000002,9.65,66.72,4.5600000000000005,2.1399999999999997,9.22,8119,1.439945212602689e-07,2.1399999999999997,17.79857142857143,5
8119,Okay Bear #849,White,,Annoyed,,Dark Brown,Skate Cap,Worried,12.65,19.650000000000002,13.089999999999998,66.72,12.68,5.510000000000001,0.95,8120,1.4409311236787006e-07,0.95,18.75,5
8120,Okay Bear #5949,White,Vintage Shirt,Okay,,Green,Beret,Okay,12.65,2.75,20.23,66.72,4.5600000000000005,2.92,23.05,8121,1.4410988233578923e-07,2.75,18.982857142857142,6
8121,Okay Bear #2948,Blue,Puffer Jacket,Happy,,Tan,,Raspberry,12.520000000000001,2.27,7.88,66.72,14.13,26.979999999999997,2.53,8122,1.441176160516604e-07,2.27,19.00428571428571,5
8122,Okay Bear #9599,Blue,Suede Jacket,Defeated,,Tan,,Gah,12.520000000000001,2.02,5.26,66.72,14.13,26.979999999999997,4.26,8123,1.4414221331205824e-07,2.02,18.841428571428573,5
8123,Okay Bear #1176,Grey,Silk Robe,Disappointed,,Tan,,Clean Smile,12.61,0.6,9.4,66.72,14.13,26.979999999999997,7.969999999999999,8124,1.4417589523491482e-07,0.6,19.772857142857138,5
8124,Okay Bear #2396,Blue,Black Tee,Okay,,Sand,,Bubble Gum,12.520000000000001,3.83,20.23,66.72,8.18,26.979999999999997,1.01,8125,1.442685430843797e-07,1.01,19.924285714285713,5
8125,Okay Bear #8382,White,Olive Windbreaker,Happy,,Dark Brown,Flat Hat,Okay,12.65,2.56,7.88,66.72,12.68,2.9000000000000004,23.05,8126,1.4431149543617495e-07,2.56,18.34857142857143,6
8126,Okay Bear #2690,Green,,Golden Glow,,Tan,Classic Cap,Wry,12.6,19.650000000000002,1.9900000000000002,66.72,14.13,3.37,9.22,8127,1.443262068177286e-07,1.9900000000000002,18.24,5
8127,Okay Bear #3153,Yellow,Vintage Windbreaker,Disappointed,,Grizzly,Skate Cap,Pouting,12.22,1.9300000000000002,9.4,66.72,14.399999999999999,5.510000000000001,12.31,8128,1.444722877609977e-07,1.9300000000000002,17.49857142857143,6
8128,Okay Bear #1382,Blue,Sling Pack,Annoyed,,Grizzly,Runner Cap,Pouting,12.520000000000001,2.1999999999999997,13.089999999999998,66.72,14.399999999999999,3.39,12.31,8129,1.4455826831528957e-07,2.1999999999999997,17.804285714285715,6
8129,Okay Bear #3504,Cream,,Spirited,,Green,Army Hat,Pouting,13.26,19.650000000000002,6.2,66.72,4.5600000000000005,2.39,12.31,8130,1.4460210078512954e-07,2.39,17.87,5
8130,Okay Bear #9734,Yellow,Pullover Windbreaker,Disappointed,,Grizzly,Worn Out Cap,Okay,12.22,2.04,9.4,66.72,14.399999999999999,2.79,23.05,8131,1.4478477303350664e-07,2.04,18.660000000000004,6
8131,Okay Bear #9047,Green,Autumn Sweater,Happy,,Wood,,Okay,12.6,1.7500000000000002,7.88,66.72,2.01,26.979999999999997,23.05,8132,1.4491047546184002e-07,1.7500000000000002,20.14142857142857,5
8132,Okay Bear #5959,Yellow,,Disappointed,,Polar,Flat Cap,Pouting,12.22,19.650000000000002,9.4,66.72,6.41,1.22,12.31,8133,1.449751494006625e-07,1.22,18.275714285714287,5
8133,Okay Bear #3850,Blue,Okay Hoodie,Disappointed,,Black,,Wry,12.520000000000001,1.5,9.4,66.72,4.95,26.979999999999997,9.22,8134,1.4502989898560912e-07,1.5,18.755714285714287,5
8134,Okay Bear #8702,Yellow,,Disappointed,Pixel Glasses,Tan,,Proud,12.22,19.650000000000002,9.4,3.2,14.13,26.979999999999997,5.28,8135,1.4538835483727893e-07,3.2,12.98,5
8135,Okay Bear #4086,Warm Grey,Suede Jacket,Interested,,Tan,,Huh,12.27,2.02,6.710000000000001,66.72,14.13,26.979999999999997,3.44,8136,1.455181080851358e-07,2.02,18.895714285714284,5
8136,Okay Bear #8559,Yellow,,Annoyed,Circle Sunglasses,Black,,Pouting,12.22,19.650000000000002,13.089999999999998,2.82,4.95,26.979999999999997,12.31,8137,1.4572286887274806e-07,2.82,13.145714285714288,5
8137,Okay Bear #7033,Grey,,Annoyed,Round Glasses,Dark Brown,Black Bucket Hat,Okay,12.61,19.650000000000002,13.089999999999998,3.74,12.68,4.12,23.05,8138,1.4607513264241088e-07,3.74,12.705714285714288,6
8138,Okay Bear #5727,Green,Puffer Jacket,Okay,Circle Sunglasses,Grizzly,,Okay,12.6,2.27,20.23,2.82,14.399999999999999,26.979999999999997,23.05,8139,1.4612238783763932e-07,2.27,14.62142857142857,6
8139,Okay Bear #3842,White,Vintage Shirt,Okay,,Tan,Army Hat,Wry,12.65,2.75,20.23,66.72,14.13,2.39,9.22,8140,1.4619957953007804e-07,2.39,18.298571428571428,6
8140,Okay Bear #1967,Green,Loose Overalls,Disappointed,,Tan,Backwards Skate Cap,Okay,12.6,2.68,9.4,66.72,14.13,2.12,23.05,8141,1.4623057337416658e-07,2.12,18.671428571428574,6
8141,Okay Bear #9454,Warm Grey,Hooded Cardigan,Sarcastic,,Tan,,Hmm,12.27,1.6099999999999999,9.65,66.72,14.13,26.979999999999997,3.02,8142,1.464349825772581e-07,1.6099999999999999,19.197142857142858,5
8142,Okay Bear #2692,Cream,Olive Windbreaker,Annoyed,,Panda,Skate Cap,Okay,13.26,2.56,13.089999999999998,66.72,3.9,5.510000000000001,23.05,8143,1.4684741610148785e-07,2.56,18.298571428571428,6
8143,Okay Bear #7101,Grey,,Closed,,Green,,Beaming Smile,12.61,19.650000000000002,3.1,66.72,4.5600000000000005,26.979999999999997,2.33,8144,1.469122742379722e-07,2.33,19.42142857142857,4
8144,Okay Bear #6130,Blue,Okay Tee,Okay,,Green,Backwards Flat Cap,Okay,12.520000000000001,2.73,20.23,66.72,4.5600000000000005,3.0300000000000002,23.05,8145,1.469255405557377e-07,2.73,18.97714285714286,6
8145,Okay Bear #8245,Grey,Lumber Jacket,Okay,,Ginger,,Gah,12.61,1.24,20.23,66.72,6.0600000000000005,26.979999999999997,4.26,8146,1.46998485645709e-07,1.24,19.728571428571424,5
8146,Okay Bear #6910,Purple,,Defeated,,Sun,Okay Beanie,Okay,11.87,19.650000000000002,5.26,66.72,2.59,3.01,23.05,8147,1.4709308103094326e-07,2.59,18.87857142857143,5
8147,Okay Bear #3721,Blue,,Happy,,Pink,,Grimace,12.520000000000001,19.650000000000002,7.88,66.72,4.26,26.979999999999997,0.9900000000000001,8148,1.471756212608859e-07,0.9900000000000001,19.857142857142858,4
8148,Okay Bear #2953,White,Torn Sleeveless Tee,Annoyed,,Grizzly,Army Hat,Pouting,12.65,3.15,13.089999999999998,66.72,14.399999999999999,2.39,12.31,8149,1.4743996172064594e-07,2.39,17.81571428571429,6
8149,Okay Bear #9344,Yellow,Vintage Shirt,Interested,,Albino,,Clean Smile,12.22,2.75,6.710000000000001,66.72,4.5600000000000005,26.979999999999997,7.969999999999999,8150,1.4751886657655513e-07,2.75,18.27285714285714,5
8150,Okay Bear #8865,Green,,Sarcastic,,Ginger,Flat Hat,Proud,12.6,19.650000000000002,9.65,66.72,6.0600000000000005,2.9000000000000004,5.28,8151,1.479179895466775e-07,2.9000000000000004,17.551428571428573,5
8151,Okay Bear #9329,Green,Torn Sleeveless Tee,Annoyed,,Sand,Bandana,Pouting,12.6,3.15,13.089999999999998,66.72,8.18,4.24,12.31,8152,1.4799736948437395e-07,3.15,17.184285714285714,6
8152,Okay Bear #2323,Cream,Loose Overalls,Okay,,Tan,,Pencil,13.26,2.68,20.23,66.72,14.13,26.979999999999997,0.8099999999999999,8153,1.4811510969976526e-07,0.8099999999999999,20.687142857142852,5
8153,Okay Bear #2590,Warm Grey,Sleeveless Tee,Sad,,Wood,,Okay,12.27,2.86,5.07,66.72,2.01,26.979999999999997,23.05,8154,1.483827874587063e-07,2.01,19.851428571428574,5
8154,Okay Bear #3169,White,Vintage Windbreaker,Okay,,Sand,Army Hat,Okay,12.65,1.9300000000000002,20.23,66.72,8.18,2.39,23.05,8155,1.4849843928927196e-07,1.9300000000000002,19.307142857142857,6
8155,Okay Bear #1631,White,,Annoyed,,Panda,Black Bucket Hat,Gah,12.65,19.650000000000002,13.089999999999998,66.72,3.9,4.12,4.26,8156,1.4860047120919642e-07,3.9,17.770000000000003,5
8156,Okay Bear #1509,Warm Grey,Double Jacket,Okay,,Sand,Skate Cap,Clean Smile,12.27,2.5100000000000002,20.23,66.72,8.18,5.510000000000001,7.969999999999999,8157,1.4932531120701317e-07,2.5100000000000002,17.62714285714286,6
8157,Okay Bear #5927,White,Torn Sleeveless Tee,Okay,Barrel Sunglasses,Tan,,Okay,12.65,3.15,20.23,2.11,14.13,26.979999999999997,23.05,8158,1.4946326127146772e-07,2.11,14.614285714285716,6
8158,Okay Bear #8989,Warm Grey,Aviator Jacket,Okay,,Dark Brown,Black Bucket Hat,Okay,12.27,0.75,20.23,66.72,12.68,4.12,23.05,8159,1.4957022460538326e-07,0.75,19.974285714285717,6
8159,Okay Bear #2731,Grey,Sleeveless Tee,Annoyed,,Tan,Head Cam,Okay,12.61,2.86,13.089999999999998,66.72,14.13,1.46,23.05,8160,1.4977618048627126e-07,1.46,19.131428571428575,6
8160,Okay Bear #996,Blue,,Golden Glow,,Tan,Sweatband,Wry,12.520000000000001,19.650000000000002,1.9900000000000002,66.72,14.13,3.52,9.22,8161,1.497930776915837e-07,1.9900000000000002,18.249999999999996,5
8161,Okay Bear #4323,Warm Grey,,Disappointed,Clear Glasses,Tan,,Gah,12.27,19.650000000000002,9.4,4.07,14.13,26.979999999999997,4.26,8162,1.4980388847985226e-07,4.07,12.965714285714286,5
8162,Okay Bear #7115,Cream,,Sad,,Green,Backwards Flat Cap,Pouting,13.26,19.650000000000002,5.07,66.72,4.5600000000000005,3.0300000000000002,12.31,8163,1.4991172442105804e-07,3.0300000000000002,17.8,5
8163,Okay Bear #4235,Grey,Autumn Sweater,Annoyed,,Tan,Army Hat,Okay,12.61,1.7500000000000002,13.089999999999998,66.72,14.13,2.39,23.05,8164,1.500236792039059e-07,1.7500000000000002,19.10571428571429,6
8164,Okay Bear #3074,Warm Grey,Okay Tee,Disappointed,,Sand,Pencil,Okay,12.27,2.73,9.4,66.72,8.18,3.7900000000000005,23.05,8165,1.5012552679366424e-07,2.73,18.020000000000003,6
8165,Okay Bear #6094,Purple,,Sarcastic,,Pink,Skate Cap,Gah,11.87,19.650000000000002,9.65,66.72,4.26,5.510000000000001,4.26,8166,1.5016455094062247e-07,4.26,17.41714285714286,5
8166,Okay Bear #809,Blue,Double Jacket,Disappointed,,Grizzly,Sticky Note,Okay,12.520000000000001,2.5100000000000002,9.4,66.72,14.399999999999999,2.3,23.05,8167,1.5046074207047582e-07,2.3,18.7,6
8167,Okay Bear #9583,Grey,Vintage Shirt,Interested,,Grizzly,Beret,Okay,12.61,2.75,6.710000000000001,66.72,14.399999999999999,2.92,23.05,8168,1.5046746749883765e-07,2.75,18.451428571428576,6
8168,Okay Bear #6718,Yellow,,Sarcastic,,Black,Baker Boy Hat,Wry,12.22,19.650000000000002,9.65,66.72,4.95,2.1399999999999997,9.22,8169,1.509965431750989e-07,2.1399999999999997,17.792857142857144,5
8169,Okay Bear #5574,Yellow,,White Glow,Wayfarer Sunglasses,Dark Brown,,Pouting,12.22,19.650000000000002,3.4099999999999997,4.38,12.68,26.979999999999997,12.31,8170,1.5103635701352834e-07,3.4099999999999997,13.09,5
8170,Okay Bear #278,Grey,Okay Hoodie,White Glow,,Tan,,Wry,12.61,1.5,3.4099999999999997,66.72,14.13,26.979999999999997,9.22,8171,1.512626799088593e-07,1.5,19.224285714285713,5
8171,Okay Bear #8390,Grey,Golf Polo,Interested,,Tan,Black Bucket Hat,Okay,12.61,2.0,6.710000000000001,66.72,14.13,4.12,23.05,8172,1.5150743567395418e-07,2.0,18.477142857142862,6
8172,Okay Bear #9195,Green,,Okay,,Robot,Pencil,Okay,12.6,19.650000000000002,20.23,66.72,0.52,3.7900000000000005,23.05,8173,1.5180934398764625e-07,0.52,20.937142857142856,5
8173,Okay Bear #1045,Cream,Striped Tee,Defeated,,Pink,,Clean Smile,13.26,3.5700000000000003,5.26,66.72,4.26,26.979999999999997,7.969999999999999,8174,1.5218203519189243e-07,3.5700000000000003,18.28857142857143,5
8174,Okay Bear #62,Yellow,Hooded Cardigan,Disappointed,,Tan,Pencil,Okay,12.22,1.6099999999999999,9.4,66.72,14.13,3.7900000000000005,23.05,8175,1.5231170324687392e-07,1.6099999999999999,18.702857142857145,6
8175,Okay Bear #1672,Blue,Polo with Headphones,White Glow,,Tan,,Pouting,12.520000000000001,1.1400000000000001,3.4099999999999997,66.72,14.13,26.979999999999997,12.31,8176,1.5239185548521958e-07,1.1400000000000001,19.601428571428567,5
8176,Okay Bear #2596,Warm Grey,Double Jacket,Sarcastic,,Ginger,Skate Cap,Okay,12.27,2.5100000000000002,9.65,66.72,6.0600000000000005,5.510000000000001,23.05,8177,1.5261484780744686e-07,2.5100000000000002,17.967142857142857,6
8177,Okay Bear #1434,White,,Golden Glow,,Tan,Earrings,Pouting,12.65,19.650000000000002,1.9900000000000002,66.72,14.13,2.6599999999999997,12.31,8178,1.5270176106371903e-07,1.9900000000000002,18.587142857142855,5
8178,Okay Bear #9553,Warm Grey,,Okay,,Tan,Chullo,Gah,12.27,19.650000000000002,20.23,66.72,14.13,0.7799999999999999,4.26,8179,1.5279368372155717e-07,0.7799999999999999,19.720000000000002,5
8179,Okay Bear #169,Yellow,,Tired,,Pink,Baker Boy Hat,Okay,12.22,19.650000000000002,4.54,66.72,4.26,2.1399999999999997,23.05,8180,1.5284102913192452e-07,2.1399999999999997,18.94,5
8180,Okay Bear #9009,Yellow,Hoodie with Headphones,Interested,,Tan,Pencil,Okay,12.22,2.27,6.710000000000001,66.72,14.13,3.7900000000000005,23.05,8181,1.5329497623532512e-07,2.27,18.412857142857145,6
8181,Okay Bear #3436,Blue,Black Tee,Interested,,Sand,Pencil,Okay,12.520000000000001,3.83,6.710000000000001,66.72,8.18,3.7900000000000005,23.05,8182,1.5340697420526073e-07,3.7900000000000005,17.82857142857143,6
8182,Okay Bear #8197,Purple,Double Jacket,Okay,,Sand,Pencil,Pouting,11.87,2.5100000000000002,20.23,66.72,8.18,3.7900000000000005,12.31,8183,1.5347121360619884e-07,2.5100000000000002,17.94428571428572,6
8183,Okay Bear #551,Cream,Loose Overalls,Annoyed,,Grizzly,Worn Out Cap,Pouting,13.26,2.68,13.089999999999998,66.72,14.399999999999999,2.79,12.31,8184,1.5349659661529834e-07,2.68,17.892857142857146,6
8184,Okay Bear #1727,White,,Interested,,Pink,Sweatband,Wry,12.65,19.650000000000002,6.710000000000001,66.72,4.26,3.52,9.22,8185,1.5385613615951347e-07,3.52,17.532857142857146,5
8185,Okay Bear #4261,White,Pullover Windbreaker,Happy,,Green,,Wry,12.65,2.04,7.88,66.72,4.5600000000000005,26.979999999999997,9.22,8186,1.5390072194802126e-07,2.04,18.578571428571426,5
8186,Okay Bear #4828,Green,,Disappointed,,Tan,Surf Bucket Hat,Proud,12.6,19.650000000000002,9.4,66.72,14.13,1.3299999999999998,5.28,8187,1.540794488918598e-07,1.3299999999999998,18.444285714285716,5
8187,Okay Bear #9579,White,Faded Denim Jacket,Interested,,Pink,,Pouting,12.65,1.9300000000000002,6.710000000000001,66.72,4.26,26.979999999999997,12.31,8188,1.5464503802306076e-07,1.9300000000000002,18.794285714285714,5
8188,Okay Bear #384,Blue,,Golden Glow,,Ginger,Runner Cap,Okay,12.520000000000001,19.650000000000002,1.9900000000000002,66.72,6.0600000000000005,3.39,23.05,8189,1.5467468837706686e-07,1.9900000000000002,19.054285714285715,5
8189,Okay Bear #751,Grey,,White Glow,,Sand,Head Cam,Okay,12.61,19.650000000000002,3.4099999999999997,66.72,8.18,1.46,23.05,8190,1.5519050526249809e-07,1.46,19.297142857142855,5
8190,Okay Bear #5487,Yellow,Golf Polo,Okay,,Ginger,Classic Cap,Okay,12.22,2.0,20.23,66.72,6.0600000000000005,3.37,23.05,8191,1.5528395248386737e-07,2.0,19.092857142857145,6
8191,Okay Bear #6434,Yellow,Winter Scarf,Annoyed,,Panda,,Okay,12.22,0.6,13.089999999999998,66.72,3.9,26.979999999999997,23.05,8192,1.5530864209262962e-07,0.6,20.937142857142856,5
8192,Okay Bear #674,White,,Annoyed,,Dark Brown,Worn Out Beanie,Wheat,12.65,19.650000000000002,13.089999999999998,66.72,12.68,2.6,2.17,8193,1.5531060081756098e-07,2.17,18.50857142857143,5
8193,Okay Bear #6528,Cream,Summer Shirt,Annoyed,,Grizzly,,Ugh,13.26,2.29,13.089999999999998,66.72,14.399999999999999,26.979999999999997,1.51,8194,1.555808268687784e-07,1.51,19.75,5
8194,Okay Bear #2186,Green,Torn Sleeveless Tee,Tired,,Panda,,Pouting,12.6,3.15,4.54,66.72,3.9,26.979999999999997,12.31,8195,1.557247329162593e-07,3.15,18.6,5
8195,Okay Bear #5352,Grey,Urban Hoodie,Okay,,Grizzly,Sticky Note,Okay,12.61,1.2,20.23,66.72,14.399999999999999,2.3,23.05,8196,1.5592275899623985e-07,1.2,20.072857142857142,6
8196,Okay Bear #2857,Blue,Wool Overcoat,Okay,,Ginger,Skate Cap,Okay,12.520000000000001,1.2,20.23,66.72,6.0600000000000005,5.510000000000001,23.05,8197,1.560747500408935e-07,1.2,19.32714285714286,6
8197,Okay Bear #9545,Grey,Polo with Headphones,White Glow,,Grizzly,,Pouting,12.61,1.1400000000000001,3.4099999999999997,66.72,14.399999999999999,26.979999999999997,12.31,8198,1.5642020289929937e-07,1.1400000000000001,19.65285714285714,5
8198,Okay Bear #420,White,Golf Polo,Sarcastic,,Tan,,Raspberry,12.65,2.0,9.65,66.72,14.13,26.979999999999997,2.53,8199,1.571116901074412e-07,2.0,19.237142857142857,5
8199,Okay Bear #5034,Cream,Suede Jacket,Okay,,Polar,Skate Cap,Pouting,13.26,2.02,20.23,66.72,6.41,5.510000000000001,12.31,8200,1.5718622905467492e-07,2.02,18.065714285714286,6
8200,Okay Bear #7162,Yellow,,Sarcastic,,Sand,Beret,Gah,12.22,19.650000000000002,9.65,66.72,8.18,2.92,4.26,8201,1.5731236703488538e-07,2.92,17.65714285714286,5
8201,Okay Bear #4474,Yellow,Autumn Sweater,Disappointed,,Grizzly,,Hmm,12.22,1.7500000000000002,9.4,66.72,14.399999999999999,26.979999999999997,3.02,8202,1.5736368835747124e-07,1.7500000000000002,19.212857142857143,5
8202,Okay Bear #9408,Cream,Black Tee,Spirited,,Tan,Sticky Note,Okay,13.26,3.83,6.2,66.72,14.13,2.3,23.05,8203,1.5737326413047404e-07,2.3,18.49857142857143,6
8203,Okay Bear #5874,White,Striped Tee,Okay,,Black,Bandana,Pouting,12.65,3.5700000000000003,20.23,66.72,4.95,4.24,12.31,8204,1.5748520876395635e-07,3.5700000000000003,17.81,6
8204,Okay Bear #3598,Cream,Sleeveless Tee,Spirited,,Grizzly,Backwards Flat Cap,Okay,13.26,2.86,6.2,66.72,14.399999999999999,3.0300000000000002,23.05,8205,1.5777323652655316e-07,2.86,18.502857142857145,6
8205,Okay Bear #4101,White,Sling Pack,Okay,,Lofi,,Clean Smile,12.65,2.1999999999999997,20.23,66.72,1.96,26.979999999999997,7.969999999999999,8206,1.5831478111907997e-07,1.96,19.815714285714286,5
8206,Okay Bear #7812,Cream,,Tired,,Grizzly,Skate Cap,Raspberry,13.26,19.650000000000002,4.54,66.72,14.399999999999999,5.510000000000001,2.53,8207,1.5843553014410695e-07,2.53,18.08714285714286,5
8207,Okay Bear #94,Grey,Puffer Jacket,Sarcastic,,Dark Brown,Skate Cap,Pouting,12.61,2.27,9.65,66.72,12.68,5.510000000000001,12.31,8208,1.5850873500993135e-07,2.27,17.392857142857146,6
8208,Okay Bear #683,Warm Grey,Black Tee,Sarcastic,,Albino,,Gah,12.27,3.83,9.65,66.72,4.5600000000000005,26.979999999999997,4.26,8209,1.5857805060222894e-07,3.83,18.32428571428571,5
8209,Okay Bear #9166,Purple,,Interested,,Pink,Flat Hat,Pouting,11.87,19.650000000000002,6.710000000000001,66.72,4.26,2.9000000000000004,12.31,8210,1.5880255347017765e-07,2.9000000000000004,17.774285714285718,5
8210,Okay Bear #4211,Yellow,Denim Jacket,Happy,,Sand,,Pouting,12.22,0.91,7.88,66.72,8.18,26.979999999999997,12.31,8211,1.5883571241824443e-07,0.91,19.314285714285713,5
8211,Okay Bear #8004,Blue,Formal Vest,Annoyed,,Grizzly,Worn Out Cap,Okay,12.520000000000001,1.5699999999999998,13.089999999999998,66.72,14.399999999999999,2.79,23.05,8212,1.5897809570876867e-07,1.5699999999999998,19.162857142857145,6
8212,Okay Bear #5215,Grey,,Interested,,Sand,Black Bucket Hat,Gah,12.61,19.650000000000002,6.710000000000001,66.72,8.18,4.12,4.26,8213,1.592635228357655e-07,4.12,17.464285714285715,5
