name,Background,Clothes,Eyes,Eyewear,Fur,Hat,Mouth,Background_rarity,Fur_rarity,Mouth_rarity,Eyes_rarity,Clothes_rarity,Eyewear_rarity,Hat_rarity
Okay Bear #7190,White,Okay Tee,Sarcastic,,Dark Brown,,Forced Smile,0.1265,0.1268,0.0116,0.0965,0.0273,0.6672,0.2698
Okay Bear #7191,White,Urban Hoodie,Tired,Aviator Sunglasses,Sand,,Earphones,0.1265,0.0818,0.0049,0.0454,0.012,0.0409,0.2698
Okay Bear #7192,Yellow,Okay Tee,Wide Eyed,,Tan,,Okay,0.1222,0.1413,0.2305,0.026,0.0273,0.6672,0.2698
Okay Bear #7193,Cream,Vintage Windbreaker,Okay,Barrel Sunglasses,Black,Bandana,Clean Smile,0.1326,0.0495,0.0797,0.2023,0.0193,0.0211,0.0424
Okay Bear #7194,Yellow,Loose Overalls,Annoyed,,Dark Brown,Sticky Note,Clean Smile,0.1222,0.1268,0.0797,0.1309,0.0268,0.6672,0.023
Okay Bear #7195,Blue,Cord Tracksuit,Okay,,Black,Pencil,Okay,0.1252,0.0495,0.2305,0.2023,0.0139,0.6672,0.0379
Okay Bear #7196,White,,Sarcastic,Pixel Glasses,Lofi,Skate Cap,Sneer,0.1265,0.0196,0.0211,0.0965,0.1965,0.032,0.0551
Okay Bear #7197,Blue,Lumber Jacket,Annoyed,,Grizzly,Black Bucket Hat,Okay,0.1252,0.144,0.2305,0.1309,0.0124,0.6672,0.0412
Okay Bear #7198,Grey,Lumber Jacket,Happy,Clear Glasses,Polar,Pencil,Wry,0.1261,0.0641,0.0922,0.0788,0.0124,0.0407,0.0379
Okay Bear #7199,Yellow,Loose Overalls,Happy,,Tan,Visor,Ugh,0.1222,0.1413,0.0151,0.0788,0.0268,0.6672,0.0309
Okay Bear #72,Cream,,Wide Eyed,Wayfarer Sunglasses,Albino,Baker Boy Hat,Okay,0.1326,0.0456,0.2305,0.026,0.1965,0.0438,0.0214
Okay Bear #720,Grey,Polo with Headphones,Okay,,Polar,,Okay,0.1261,0.0641,0.2305,0.2023,0.0114,0.6672,0.2698
Okay Bear #7200,Green,Olive Windbreaker,Disappointed,VR Headset,Grizzly,,Haa,0.126,0.144,0.022,0.094,0.0256,0.0092,0.2698
Okay Bear #7201,White,Legacy Windbreaker,Spirited,,Ginger,,Okay,0.1265,0.0606,0.2305,0.062,0.0115,0.6672,0.2698
Okay Bear #7202,Yellow,Camel Coat,Closed,,Dark Brown,,Worried,0.1222,0.1268,0.0095,0.031,0.0116,0.6672,0.2698
Okay Bear #7203,Cream,Black Tee,Annoyed,,Sun,Ear Tag,Drool,0.1326,0.0259,0.0097,0.1309,0.0383,0.6672,0.0191
Okay Bear #7204,Green,Puffer Jacket,Happy,,Grizzly,Army Hat,Okay,0.126,0.144,0.2305,0.0788,0.0227,0.6672,0.0239
Okay Bear #7205,Green,Puffer Jacket,White Glow,,Tan,,Okay,0.126,0.1413,0.2305,0.0341,0.0227,0.6672,0.2698
Okay Bear #7206,Purple,Vintage Shirt,Disappointed,Punk Sunglasses,Tan,Earrings,Clean Smile,0.1187,0.1413,0.0797,0.094,0.0275,0.0269,0.0266
Okay Bear #7207,Blue,,Wide Eyed,Pixel Glasses,Green,Black Bucket Hat,Okay,0.1252,0.0456,0.2305,0.026,0.1965,0.032,0.0412
Okay Bear #7208,Purple,Cord Tracksuit,Annoyed,,Grizzly,Okay Beanie,Okay,0.1187,0.144,0.2305,0.1309,0.0139,0.6672,0.0301
Okay Bear #7209,Yellow,Hoodie with Headphones,Happy,,Tan,,Worried,0.1222,0.1413,0.0095,0.0788,0.0227,0.6672,0.2698
Okay Bear #721,White,Insulated Jacket,White Glow,,Green,,Wry,0.1265,0.0456,0.0922,0.0341,0.0155,0.6672,0.2698
Okay Bear #7210,Warm Grey,Summer Shirt,Defeated,Clear Glasses,Polar,Mumford Hat,Pouting,0.1227,0.0641,0.1231,0.0526,0.0229,0.0407,0.0175
Okay Bear #7211,Warm Grey,Black Tee,Interested,,Tan,,Huh,0.1227,0.1413,0.0344,0.0671,0.0383,0.6672,0.2698
Okay Bear #7212,Purple,Overalls,Spirited,,Andean,Mumford Hat,Sneer,0.1187,0.0377,0.0211,0.062,0.0139,0.6672,0.0175
Okay Bear #7213,Yellow,,Okay,,Black,Visor,Gah,0.1222,0.0495,0.0426,0.2023,0.1965,0.6672,0.0309
Okay Bear #7214,White,Hoodie with Headphones,Okay,,Dark Brown,Pencil,Pouting,0.1265,0.1268,0.1231,0.2023,0.0227,0.6672,0.0379
Okay Bear #7215,Grey,Winter Scarf,Sad,,Pink,Classic Cap,Okay,0.1261,0.0426,0.2305,0.0507,0.006,0.6672,0.0337
Okay Bear #7216,Yellow,Utility Vest,Defeated,Flying Goggles,Andean,Backwards Flat Cap,Okay,0.1222,0.0377,0.2305,0.0526,0.0197,0.0183,0.0303
Okay Bear #7217,Grey,Torn Sleeveless Tee,Golden Glow,,Polar,Runner Cap,Okay,0.1261,0.0641,0.2305,0.0199,0.0315,0.6672,0.0339
Okay Bear #7218,Green,Pullover Windbreaker,Sad,Barrel Sunglasses,Sun,,Okay,0.126,0.0259,0.2305,0.0507,0.0204,0.0211,0.2698
Okay Bear #7219,Grey,Formal Vest,Wide Eyed,,Dark Brown,Earrings,Haa,0.1261,0.1268,0.022,0.026,0.0157,0.6672,0.0266
Okay Bear #722,Grey,Vintage Windbreaker,Closed,,Grizzly,,Okay,0.1261,0.144,0.2305,0.031,0.0193,0.6672,0.2698
Okay Bear #7220,Cream,Cord Tracksuit,Sarcastic,,Ginger,Worn Out Cap,Gaiter,0.1326,0.0606,0.0057,0.0965,0.0139,0.6672,0.0279
Okay Bear #7221,Blue,Double Jacket,White Glow,,Grizzly,,Okay,0.1252,0.144,0.2305,0.0341,0.0251,0.6672,0.2698
Okay Bear #7222,Blue,Hoodie with Headphones,Okay,Round Glasses,Sand,Beret,Hmm,0.1252,0.0818,0.0302,0.2023,0.0227,0.0374,0.0292
Okay Bear #7223,Grey,Puffer Jacket,Defeated,,Grizzly,Earrings,Clean Smile,0.1261,0.144,0.0797,0.0526,0.0227,0.6672,0.0266
Okay Bear #7224,Green,Scarf,Happy,Clear Glasses,Ginger,Pom Pom Beanie,Wry,0.126,0.0606,0.0922,0.0788,0.013,0.0407,0.0256
Okay Bear #7225,Purple,,Okay,,Albino,Backwards Flat Cap,Wry,0.1187,0.0456,0.0922,0.2023,0.1965,0.6672,0.0303
Okay Bear #7226,Grey,Autumn Sweater,Disappointed,Barrel Sunglasses,Tan,Pencil,Haa,0.1261,0.1413,0.022,0.094,0.0175,0.0211,0.0379
Okay Bear #7227,Cream,Hoodie with Headphones,Defeated,,Panda,Pencil,Wry,0.1326,0.039,0.0922,0.0526,0.0227,0.6672,0.0379
Okay Bear #7228,Warm Grey,Black Tee,Okay,,Sand,Sticky Note,Eight Ball,0.1227,0.0818,0.0038,0.2023,0.0383,0.6672,0.023
Okay Bear #7229,White,Polo with Headphones,Okay,Punk Sunglasses,Tan,,Huh,0.1265,0.1413,0.0344,0.2023,0.0114,0.0269,0.2698
Okay Bear #723,Cream,Autumn Sweater,Okay,,Coral,Worn Out Cap,Okay,0.1326,0.0072,0.2305,0.2023,0.0175,0.6672,0.0279
Okay Bear #7230,Yellow,Suede Jacket,Happy,,Polar,Ear Tag,Wry,0.1222,0.0641,0.0922,0.0788,0.0202,0.6672,0.0191
Okay Bear #7231,Cream,Sling Pack,Happy,,Black,,Ahh,0.1326,0.0495,0.0113,0.0788,0.022,0.6672,0.2698
Okay Bear #7232,Purple,Sleeveless Tee,Closed,,Dark Brown,Skate Cap,Okay,0.1187,0.1268,0.2305,0.031,0.0286,0.6672,0.0551
Okay Bear #7233,Grey,Woven Sweater,Happy,,Wood,Bandana,Beaming Smile,0.1261,0.0201,0.0233,0.0788,0.0208,0.6672,0.0424
Okay Bear #7234,Cream,Faded Denim Jacket,Okay,,Black,Ear Tag,Gah,0.1326,0.0495,0.0426,0.2023,0.0193,0.6672,0.0191
Okay Bear #7235,Grey,Vintage Shirt,Closed,Pixel Glasses,Polar,Army Hat,Proud,0.1261,0.0641,0.0528,0.031,0.0275,0.032,0.0239
Okay Bear #7236,Grey,Polo with Headphones,Sarcastic,,Albino,Classic Cap,Okay,0.1261,0.0456,0.2305,0.0965,0.0114,0.6672,0.0337
Okay Bear #7237,Cream,,White Glow,,Albino,Backwards Skate Cap,Beaming Smile,0.1326,0.0456,0.0233,0.0341,0.1965,0.6672,0.0212
Okay Bear #7238,White,Lumber Jacket,Annoyed,,Ginger,Pencil,Proud,0.1265,0.0606,0.0528,0.1309,0.0124,0.6672,0.0379
Okay Bear #7239,Green,Legacy Windbreaker,Okay,,Dark Brown,Flat Cap,Pencil,0.126,0.1268,0.0081,0.2023,0.0115,0.6672,0.0122
Okay Bear #724,Green,,Happy,Clear Glasses,Sand,Backwards Flat Cap,Okay,0.126,0.0818,0.2305,0.0788,0.1965,0.0407,0.0303
Okay Bear #7240,White,Woven Sweater,Sarcastic,,Wood,Earrings,Beaming Smile,0.1265,0.0201,0.0233,0.0965,0.0208,0.6672,0.0266
Okay Bear #7241,Grey,Denim Jacket,Spirited,,Pink,Earrings,Okay,0.1261,0.0426,0.2305,0.062,0.0091,0.6672,0.0266
Okay Bear #7242,Blue,Striped Tee,Defeated,,Grizzly,Rabbit Fur Hat,Wry,0.1252,0.144,0.0922,0.0526,0.0357,0.6672,0.0085
Okay Bear #7243,White,Vintage Windbreaker,Sad,,Polar,Rabbit Fur Hat,Haa,0.1265,0.0641,0.022,0.0507,0.0193,0.6672,0.0085
Okay Bear #7244,Purple,Puffer Jacket,Okay,Wayfarer Sunglasses,Tan,Black Bucket Hat,Gah,0.1187,0.1413,0.0426,0.2023,0.0227,0.0438,0.0412
Okay Bear #7245,White,Polo with Headphones,Closed,,Sand,Mumford Hat,Proud,0.1265,0.0818,0.0528,0.031,0.0114,0.6672,0.0175
Okay Bear #7246,Blue,Wool Overcoat,Disappointed,,Albino,,Raspberry,0.1252,0.0456,0.0253,0.094,0.012,0.6672,0.2698
Okay Bear #7247,Green,Double Jacket,Disappointed,,Green,Bandana,Pouting,0.126,0.0456,0.1231,0.094,0.0251,0.6672,0.0424
Okay Bear #7248,Grey,,Interested,,Tan,Okay Beanie,Raspberry,0.1261,0.1413,0.0253,0.0671,0.1965,0.6672,0.0301
Okay Bear #7249,Green,Striped Tee,Disappointed,,Grizzly,Earrings,Okay,0.126,0.144,0.2305,0.094,0.0357,0.6672,0.0266
Okay Bear #725,Cream,Suede Jacket,Sarcastic,VR Headset,Grizzly,,Ahh,0.1326,0.144,0.0113,0.0965,0.0202,0.0092,0.2698
Okay Bear #7250,Cream,Summer Shirt,Okay,Snow Goggles,Tan,,Okay,0.1326,0.1413,0.2305,0.2023,0.0229,0.0121,0.2698
Okay Bear #7251,Green,,Sarcastic,,Dark Brown,,Asparagus,0.126,0.1268,0.0076,0.0965,0.1965,0.6672,0.2698
Okay Bear #7252,Purple,Double Jacket,Interested,Punk Sunglasses,Green,Army Hat,Okay,0.1187,0.0456,0.2305,0.0671,0.0251,0.0269,0.0239
Okay Bear #7253,Purple,Lumber Jacket,Sarcastic,Holographic,Tan,,Pouting,0.1187,0.1413,0.1231,0.0965,0.0124,0.0171,0.2698
Okay Bear #7254,Blue,Black Tee,Sarcastic,,Dark Brown,,Pouting,0.1252,0.1268,0.1231,0.0965,0.0383,0.6672,0.2698
Okay Bear #7255,Blue,Leather Jacket,Happy,Flying Goggles,Albino,,Okay,0.1252,0.0456,0.2305,0.0788,0.013,0.0183,0.2698
Okay Bear #7256,White,Loose Overalls,Disappointed,Wayfarer Sunglasses,Dark Brown,Chullo,Okay,0.1265,0.1268,0.2305,0.094,0.0268,0.0438,0.0078
Okay Bear #7257,Blue,Urban Hoodie,Defeated,Snow Goggles,Grizzly,,Gah,0.1252,0.144,0.0426,0.0526,0.012,0.0121,0.2698
Okay Bear #7258,Warm Grey,,Disappointed,Snow Goggles,Dark Brown,,Ugh,0.1227,0.1268,0.0151,0.094,0.1965,0.0121,0.2698
Okay Bear #7259,White,Summer Shirt,Okay,,Grizzly,Surf Bucket Hat,Ugh,0.1265,0.144,0.0151,0.2023,0.0229,0.6672,0.0133
Okay Bear #726,Blue,,Annoyed,Round Glasses,Dark Brown,,Ahh,0.1252,0.1268,0.0113,0.1309,0.1965,0.0374,0.2698
Okay Bear #7260,Purple,Summer Shirt,White Glow,VR Headset,Grizzly,,Wry,0.1187,0.144,0.0922,0.0341,0.0229,0.0092,0.2698
Okay Bear #7261,Blue,Hooded Cardigan,Spirited,,Albino,Skate Cap,Okay,0.1252,0.0456,0.2305,0.062,0.0161,0.6672,0.0551
Okay Bear #7262,Cream,,Disappointed,,Polar,Beret,Pouting,0.1326,0.0641,0.1231,0.094,0.1965,0.6672,0.0292
Okay Bear #7263,Blue,Travel Coat,Okay,VR Headset,Red Panda,,Ugh,0.1252,0.0276,0.0151,0.2023,0.0101,0.0092,0.2698
Okay Bear #7264,Cream,,Interested,,Grizzly,,Yawn,0.1326,0.144,0.0083,0.0671,0.1965,0.6672,0.2698
Okay Bear #7265,Blue,Okay Tee,Sarcastic,,Dark Brown,Sweatband,Okay,0.1252,0.1268,0.2305,0.0965,0.0273,0.6672,0.0352
Okay Bear #7266,Warm Grey,Golf Polo,Annoyed,Circle Sunglasses,Sun,Runner Cap,Okay,0.1227,0.0259,0.2305,0.1309,0.02,0.0282,0.0339
Okay Bear #7267,White,Winter Scarf,Wide Eyed,,Sand,Flat Hat,Raspberry,0.1265,0.0818,0.0253,0.026,0.006,0.6672,0.029
Okay Bear #7268,Purple,Torn Sleeveless Tee,Okay,,Grizzly,Flat Hat,Gah,0.1187,0.144,0.0426,0.2023,0.0315,0.6672,0.029
Okay Bear #7269,Cream,Okay Tee,Interested,,Dark Brown,Head Cam,Proud,0.1326,0.1268,0.0528,0.0671,0.0273,0.6672,0.0146
Okay Bear #727,Warm Grey,Okay Tee,Closed,Barrel Sunglasses,Grizzly,Runner Cap,Wry,0.1227,0.144,0.0922,0.031,0.0273,0.0211,0.0339
Okay Bear #7270,Warm Grey,Faded Denim Jacket,Sad,Wayfarer Sunglasses,Pink,Ear Tag,Clean Smile,0.1227,0.0426,0.0797,0.0507,0.0193,0.0438,0.0191
Okay Bear #7271,Purple,,Sarcastic,,Tan,Book,Wry,0.1187,0.1413,0.0922,0.0965,0.1965,0.6672,0.0086
Okay Bear #7272,Cream,,Defeated,,Dark Brown,Head Cam,Okay,0.1326,0.1268,0.2305,0.0526,0.1965,0.6672,0.0146
Okay Bear #7273,White,Sleeveless Tee,Disappointed,Circle Sunglasses,Black,Backwards Flat Cap,Okay,0.1265,0.0495,0.2305,0.094,0.0286,0.0282,0.0303
Okay Bear #7274,Warm Grey,,Closed,Aviator Sunglasses,Sand,Runner Cap,Okay,0.1227,0.0818,0.2305,0.031,0.1965,0.0409,0.0339
Okay Bear #7275,Purple,Okay Tee,Golden Glow,,Sand,,Okay,0.1187,0.0818,0.2305,0.0199,0.0273,0.6672,0.2698
Okay Bear #7276,Blue,Aviator Jacket,Disappointed,,Dark Brown,Baker Boy Hat,Yawn,0.1252,0.1268,0.0083,0.094,0.0075,0.6672,0.0214
Okay Bear #7277,Yellow,Puffer Jacket,Okay,,Pink,,Pouting,0.1222,0.0426,0.1231,0.2023,0.0227,0.6672,0.2698
Okay Bear #7278,Cream,Cord Tracksuit,Sarcastic,Flying Goggles,Sand,Book,Okay,0.1326,0.0818,0.2305,0.0965,0.0139,0.0183,0.0086
Okay Bear #7279,Purple,Insulated Jacket,Sarcastic,,Green,Earrings,Okay,0.1187,0.0456,0.2305,0.0965,0.0155,0.6672,0.0266
Okay Bear #728,White,,Sarcastic,Pixel Glasses,Albino,Mumford Hat,Proud,0.1265,0.0456,0.0528,0.0965,0.1965,0.032,0.0175
Okay Bear #7280,White,,Okay,Wayfarer Sunglasses,Blueprint,Classic Cap,Worried,0.1265,0.0158,0.0095,0.2023,0.1965,0.0438,0.0337
Okay Bear #7281,Purple,Legacy Windbreaker,Defeated,Aviator Sunglasses,Lofi,Pencil,Drool,0.1187,0.0196,0.0097,0.0526,0.0115,0.0409,0.0379
Okay Bear #7282,Cream,Torn Sleeveless Tee,Okay,,Panda,Skate Cap,Gah,0.1326,0.039,0.0426,0.2023,0.0315,0.6672,0.0551
Okay Bear #7283,Green,Torn Sleeveless Tee,Disappointed,,Sand,Pencil,Okay,0.126,0.0818,0.2305,0.094,0.0315,0.6672,0.0379
Okay Bear #7284,Yellow,Vintage Shirt,Okay,,Dark Brown,,Okay,0.1222,0.1268,0.2305,0.2023,0.0275,0.6672,0.2698
Okay Bear #7285,Cream,Black Tee,Sad,,Grizzly,,Proud,0.1326,0.144,0.0528,0.0507,0.0383,0.6672,0.2698
Okay Bear #7286,Purple,,Okay,,Dark Brown,,Bubble Gum,0.1187,0.1268,0.0101,0.2023,0.1965,0.6672,0.2698
Okay Bear #7287,Purple,,White Glow,Holographic,Ginger,Runner Cap,Okay,0.1187,0.0606,0.2305,0.0341,0.1965,0.0171,0.0339
Okay Bear #7288,Yellow,Utility Vest,Happy,Aviator Sunglasses,Polar,Pencil,Pouting,0.1222,0.0641,0.1231,0.0788,0.0197,0.0409,0.0379
Okay Bear #7289,Green,Aviator Jacket,Tired,Round Glasses,Pink,Beret,Okay,0.126,0.0426,0.2305,0.0454,0.0075,0.0374,0.0292
Okay Bear #729,White,Sleeveless Tee,Okay,,Sand,,Pouting,0.1265,0.0818,0.1231,0.2023,0.0286,0.6672,0.2698
Okay Bear #7290,Grey,Faded Denim Jacket,Annoyed,,Sand,Okay Beanie,Yawn,0.1261,0.0818,0.0083,0.1309,0.0193,0.6672,0.0301
Okay Bear #7291,Purple,,Interested,Aviator Sunglasses,Black,,Okay,0.1187,0.0495,0.2305,0.0671,0.1965,0.0409,0.2698
Okay Bear #7292,Blue,Vintage Shirt,Sarcastic,,Dark Brown,Earrings,Pouting,0.1252,0.1268,0.1231,0.0965,0.0275,0.6672,0.0266
Okay Bear #7293,Warm Grey,Sling Pack,Tired,Round Glasses,Panda,Runner Cap,Clean Smile,0.1227,0.039,0.0797,0.0454,0.022,0.0374,0.0339
Okay Bear #7294,Warm Grey,Okay Tee,Sarcastic,,Ginger,Visor,Sneer,0.1227,0.0606,0.0211,0.0965,0.0273,0.6672,0.0309
Okay Bear #7295,White,Woven Sweater,Defeated,,Tan,,Worried,0.1265,0.1413,0.0095,0.0526,0.0208,0.6672,0.2698
Okay Bear #7296,Green,Cord Tracksuit,Interested,,Grizzly,Black Bucket Hat,Proud,0.126,0.144,0.0528,0.0671,0.0139,0.6672,0.0412
Okay Bear #7297,Yellow,Leather Jacket,Disappointed,,Black,,Pouting,0.1222,0.0495,0.1231,0.094,0.013,0.6672,0.2698
Okay Bear #7298,Yellow,Golf Polo,Happy,VR Headset,Grizzly,,Okay,0.1222,0.144,0.2305,0.0788,0.02,0.0092,0.2698
Okay Bear #7299,Green,Puffer Jacket,Okay,Punk Sunglasses,Grizzly,Runner Cap,Wry,0.126,0.144,0.0922,0.2023,0.0227,0.0269,0.0339
Okay Bear #73,Warm Grey,,Happy,Wayfarer Sunglasses,Dark Brown,Runner Cap,Bubble Gum,0.1227,0.1268,0.0101,0.0788,0.1965,0.0438,0.0339
Okay Bear #730,Yellow,Silk Robe,Defeated,,Grizzly,Backwards Skate Cap,Beaming Smile,0.1222,0.144,0.0233,0.0526,0.006,0.6672,0.0212
Okay Bear #7300,Yellow,,Happy,Holographic,Green,Flat Hat,Haa,0.1222,0.0456,0.022,0.0788,0.1965,0.0171,0.029
Okay Bear #7301,White,Lumber Jacket,Annoyed,,Tan,,Ohh,0.1265,0.1413,0.0243,0.1309,0.0124,0.6672,0.2698
Okay Bear #7302,Purple,Striped Tee,Okay,Clear Glasses,Grizzly,Visor,Beaming Smile,0.1187,0.144,0.0233,0.2023,0.0357,0.0407,0.0309
Okay Bear #7303,White,Okay Hoodie,Okay,,Ginger,Backwards Flat Cap,Beaming Smile,0.1265,0.0606,0.0233,0.2023,0.015,0.6672,0.0303
Okay Bear #7304,Yellow,Okay Hoodie,Happy,,Panda,Beret,Pouting,0.1222,0.039,0.1231,0.0788,0.015,0.6672,0.0292
Okay Bear #7305,Blue,Vintage Shirt,Interested,,Grizzly,Head Cam,Yawn,0.1252,0.144,0.0083,0.0671,0.0275,0.6672,0.0146
Okay Bear #7306,White,Olive Windbreaker,Okay,,Black,,Ohh,0.1265,0.0495,0.0243,0.2023,0.0256,0.6672,0.2698
Okay Bear #7307,Purple,Suede Jacket,Disappointed,,Ginger,Skate Cap,Earphones,0.1187,0.0606,0.0049,0.094,0.0202,0.6672,0.0551
Okay Bear #7308,Warm Grey,Utility Vest,Defeated,,Grizzly,Runner Cap,Pouting,0.1227,0.144,0.1231,0.0526,0.0197,0.6672,0.0339
Okay Bear #7309,Purple,Sleeveless Tee,Happy,,Sun,,Toothpick,0.1187,0.0259,0.0116,0.0788,0.0286,0.6672,0.2698
Okay Bear #731,Grey,Okay Tee,Happy,,Green,Okay Beanie,Wry,0.1261,0.0456,0.0922,0.0788,0.0273,0.6672,0.0301
Okay Bear #7310,Grey,Lumber Jacket,Disappointed,,Ginger,Visor,Huh,0.1261,0.0606,0.0344,0.094,0.0124,0.6672,0.0309
Okay Bear #7311,Yellow,Cord Tracksuit,White Glow,,Sun,Earrings,Ohh,0.1222,0.0259,0.0243,0.0341,0.0139,0.6672,0.0266
Okay Bear #7312,Cream,Leather Jacket,Wide Eyed,Punk Sunglasses,Polar,Beret,Beaming Smile,0.1326,0.0641,0.0233,0.026,0.013,0.0269,0.0292
Okay Bear #7313,White,Lumber Jacket,Sad,,Polar,Sweatband,Toothpick,0.1265,0.0641,0.0116,0.0507,0.0124,0.6672,0.0352
Okay Bear #7314,Warm Grey,Suede Jacket,Happy,Pixel Glasses,Albino,,Okay,0.1227,0.0456,0.2305,0.0788,0.0202,0.032,0.2698
Okay Bear #7315,Grey,Vintage Windbreaker,Okay,,Ginger,Runner Cap,Yawn,0.1261,0.0606,0.0083,0.2023,0.0193,0.6672,0.0339
Okay Bear #7316,Blue,Black Tee,Annoyed,Aviator Sunglasses,Panda,Worn Out Cap,Wry,0.1252,0.039,0.0922,0.1309,0.0383,0.0409,0.0279
Okay Bear #7317,Warm Grey,Hawaiian Shirt,Okay,Pixel Glasses,Albino,Backwards Flat Cap,Sneer,0.1227,0.0456,0.0211,0.2023,0.0178,0.032,0.0303
Okay Bear #7318,Green,Cord Tracksuit,White Glow,Clear Glasses,Dark Brown,Skate Cap,Gah,0.126,0.1268,0.0426,0.0341,0.0139,0.0407,0.0551
Okay Bear #7319,Green,Loose Overalls,Interested,,Green,,Yoyo,0.126,0.0456,0.0048,0.0671,0.0268,0.6672,0.2698
Okay Bear #732,Yellow,Polo with Headphones,Interested,,Ginger,Sweatband,Okay,0.1222,0.0606,0.2305,0.0671,0.0114,0.6672,0.0352
Okay Bear #7320,White,Hawaiian Shirt,Annoyed,Holographic,Ginger,Sweatband,Ohh,0.1265,0.0606,0.0243,0.1309,0.0178,0.0171,0.0352
Okay Bear #7321,Blue,Loose Overalls,Tired,,Ginger,Pencil,Raspberry,0.1252,0.0606,0.0253,0.0454,0.0268,0.6672,0.0379
Okay Bear #7322,White,Black Tee,Interested,Wayfarer Sunglasses,Grizzly,,Earphones,0.1265,0.144,0.0049,0.0671,0.0383,0.0438,0.2698
Okay Bear #7323,Warm Grey,Striped Tee,Disappointed,,Tan,Runner Cap,Okay,0.1227,0.1413,0.2305,0.094,0.0357,0.6672,0.0339
Okay Bear #7324,Grey,Striped Tee,Sad,,Tan,Worn Out Cap,Huh,0.1261,0.1413,0.0344,0.0507,0.0357,0.6672,0.0279
Okay Bear #7325,White,,Spirited,,Tan,Visor,Wheat,0.1265,0.1413,0.0217,0.062,0.1965,0.6672,0.0309
Okay Bear #7326,Purple,Hoodie with Headphones,Okay,,Red Panda,Sweatband,Huh,0.1187,0.0276,0.0344,0.2023,0.0227,0.6672,0.0352
Okay Bear #7327,Cream,,Sad,,Tan,Skate Cap,Yawn,0.1326,0.1413,0.0083,0.0507,0.1965,0.6672,0.0551
Okay Bear #7328,White,Aviator Jacket,Okay,Clear Glasses,Tan,Worn Out Beanie,Okay,0.1265,0.1413,0.2305,0.2023,0.0075,0.0407,0.026
Okay Bear #7329,Warm Grey,,Okay,,Pink,Baker Boy Hat,Wry,0.1227,0.0426,0.0922,0.2023,0.1965,0.6672,0.0214
Okay Bear #733,Grey,Sleeveless Tee,Happy,Aviator Sunglasses,Grizzly,Army Hat,Ahh,0.1261,0.144,0.0113,0.0788,0.0286,0.0409,0.0239
Okay Bear #7330,Warm Grey,Lumber Jacket,Disappointed,,Dark Brown,,Wheat,0.1227,0.1268,0.0217,0.094,0.0124,0.6672,0.2698
Okay Bear #7331,Warm Grey,Okay Tee,Closed,,Green,Bandana,Beaming Smile,0.1227,0.0456,0.0233,0.031,0.0273,0.6672,0.0424
Okay Bear #7332,Blue,,Disappointed,,Panda,,Oou,0.1252,0.039,0.0271,0.094,0.1965,0.6672,0.2698
Okay Bear #7333,Green,Polo with Headphones,Closed,,Green,Visor,Pouting,0.126,0.0456,0.1231,0.031,0.0114,0.6672,0.0309
Okay Bear #7334,Grey,Black Tee,Sarcastic,VR Headset,Dark Brown,,Proud,0.1261,0.1268,0.0528,0.0965,0.0383,0.0092,0.2698
Okay Bear #7335,Grey,,Sarcastic,,Dark Brown,Skate Cap,Ohh,0.1261,0.1268,0.0243,0.0965,0.1965,0.6672,0.0551
Okay Bear #7336,Yellow,Loose Overalls,Tired,Circle Sunglasses,Black,Bandana,Oou,0.1222,0.0495,0.0271,0.0454,0.0268,0.0282,0.0424
Okay Bear #7337,Cream,Okay Tee,Okay,,Panda,,Forced Smile,0.1326,0.039,0.0116,0.2023,0.0273,0.6672,0.2698
Okay Bear #7338,White,Silk Robe,Closed,,Green,Backwards Skate Cap,Sneer,0.1265,0.0456,0.0211,0.031,0.006,0.6672,0.0212
Okay Bear #7339,Warm Grey,Aviator Jacket,Annoyed,Pixel Glasses,Black,,Huh,0.1227,0.0495,0.0344,0.1309,0.0075,0.032,0.2698
Okay Bear #734,Warm Grey,Pullover Windbreaker,Sarcastic,Barrel Sunglasses,Black,Worn Out Cap,Beaming Smile,0.1227,0.0495,0.0233,0.0965,0.0204,0.0211,0.0279
Okay Bear #7340,Cream,Faded Denim Jacket,Sad,Round Glasses,Sand,,Wheat,0.1326,0.0818,0.0217,0.0507,0.0193,0.0374,0.2698
Okay Bear #7341,Grey,Torn Sleeveless Tee,Sarcastic,Barrel Sunglasses,Red Panda,Worn Out Beanie,Clean Smile,0.1261,0.0276,0.0797,0.0965,0.0315,0.0211,0.026
Okay Bear #7342,Yellow,Cord Tracksuit,Interested,,Tan,,Gaiter,0.1222,0.1413,0.0057,0.0671,0.0139,0.6672,0.2698
Okay Bear #7343,Yellow,Loose Overalls,Tired,,Andean,Skate Cap,Okay,0.1222,0.0377,0.2305,0.0454,0.0268,0.6672,0.0551
Okay Bear #7344,Yellow,Striped Tee,Golden Glow,,Dark Brown,Baker Boy Hat,Ohh,0.1222,0.1268,0.0243,0.0199,0.0357,0.6672,0.0214
Okay Bear #7345,Yellow,Golf Polo,Disappointed,,Sand,Visor,Okay,0.1222,0.0818,0.2305,0.094,0.02,0.6672,0.0309
Okay Bear #7346,Blue,Summer Shirt,Okay,Round Glasses,Black,Black Bucket Hat,Gah,0.1252,0.0495,0.0426,0.2023,0.0229,0.0374,0.0412
Okay Bear #7347,Grey,Golf Polo,Spirited,Wayfarer Sunglasses,Panda,,Okay,0.1261,0.039,0.2305,0.062,0.02,0.0438,0.2698
